Grapheme	IPA	EXAMPLES	LANGUAGES	FREQUENCY	CODEPOINTS
ď	dʲ	erďavo, terďon	Selice Romani	40	U+010f
r$	r	zór, zár	Selice Romani	40	U+0072 U+0024
j$	j	sasuj, šošoj	Selice Romani	36	U+006a U+0024
^n	n	ni, na	Selice Romani	36	U+005e U+006e
^ph	pʰ	phú, phíren	Selice Romani	35	U+005e U+0070 U+0068
c	c	lánco, pekenuca	Selice Romani	31	U+0063
^o	o	ostinen, odá	Selice Romani	28	U+005e U+006f
ť	tʲ	ušťen, kiťi	Selice Romani	28	U+0165
^á	á/a	áloto, áver	Selice Romani	27	U+005e U+00e1
^i	i	ikren, ispiden	Selice Romani	27	U+005e U+0069
^čh	tʃʰ	čhoren, čhá	Selice Romani	26	U+005e U+010d U+0068
l$	l	perdal, pal	Selice Romani	26	U+006c U+0024
^u	u	uštiden, ušťen	Selice Romani	24	U+005e U+0075
^z	z	zór, zár	Selice Romani	23	U+005e U+007a
^c	c	cipa, ciden ári	Selice Romani	23	U+005e U+0063
^ň	ň	ňuminen, ňominen	Selice Romani	23	U+005e U+0148
^ď	dʲ	ďúrinen, ďakran	Selice Romani	21	U+005e U+010f
t$	t	kašt, but	Selice Romani	21	U+0074 U+0024
h	h	praho, čohanipe	Selice Romani	20	U+0068
kh	kʰ	akharen, dikhen	Selice Romani	19	U+006b U+0068
ė$	ė/e	meňėčkė, gėrėblė	Selice Romani	19	U+0117 U+0024
^e	e	epaš, erďavo	Selice Romani	19	U+005e U+0065
^j	j	jobno, jezeďáko	Selice Romani	17	U+005e U+006a
f	f	hėtfeno, asso féliko	Selice Romani	17	U+0066
ú$	ú/u	phú, újbú	Selice Romani	16	U+00fa U+0024
čh	tʃʰ	láčho, bičhaven	Selice Romani	16	U+010d U+0068
á$	á/a	čhá, odá	Selice Romani	15	U+00e1 U+0024
^kh	kʰ	khelen, khangéri	Selice Romani	14	U+005e U+006b U+0068
^í	í/i	írinen, íretno	Selice Romani	13	U+005e U+00ed
m$	m	pišum, drom	Selice Romani	13	U+006d U+0024
š$	ʃ	epaš, véš	Selice Romani	11	U+0161 U+0024
g$	g	sig, mindíg	Selice Romani	11	U+0067 U+0024
d$	d	moštóno dad, zijėnd	Selice Romani	10	U+0064 U+0024
v$	v	džuv, vėndígelinav	Selice Romani	10	U+0076 U+0024
^ė	ė/e	ėvėzó, ėvėdzó	Selice Romani	10	U+005e U+0117
^ž	ʒ 	žugorotno, žila	Selice Romani	9	U+005e U+017e
šš	ʃː	šemmiššítinen, paššon	Selice Romani	9	U+0161 U+0161
k$	k	burňik, nek	Selice Romani	9	U+006b U+0024
^ú	ú/u	účo, úsinen	Selice Romani	8	U+005e U+00fa
kh$	kʰ	nakh, dukh	Selice Romani	8	U+006b U+0068 U+0024
^ó	ó/o	óra, ón	Selice Romani	7	U+005e U+00f3
^th	tʰ	than, thoven tėnkrė	Selice Romani	7	U+005e U+0074 U+0068
^ť	tʲ	ťúsinen, ťiral	Selice Romani	6	U+005e U+0165
rh	r h	čavarhúzó, serha	Selice Romani	6	U+0072 U+0068
ž$	ʒ 	mindž, pándž	Selice Romani	6	U+017e U+0024
ňň	ɲː	keňňíno, ďiňňa	Selice Romani	5	U+0148 U+0148
ňh	ɲʰ	koňha, kaňhi	Selice Romani	5	U+0148 U+0068
í$	í/i	dí, adádí	Selice Romani	5	U+00ed U+0024
^é	é/e	éšéno, éršígo	Selice Romani	5	U+005e U+00e9
jh	j h	sojharen, sojharibe	Selice Romani	5	U+006a U+0068
s$	s	mas, perhas	Selice Romani	5	U+0073 U+0024
u$	u	préku, astaren préku	Selice Romani	5	U+0075 U+0024
^ö	ö/ø	ölelinen, özvėdno murš	Selice Romani	5	U+005e U+00f6
lh	l h	bulho, felhó	Selice Romani	4	U+006c U+0068
cc	cː	vicco, špicco	Selice Romani	4	U+0063 U+0063
nn	nː	idegenno, íhéhótlanno	Selice Romani	4	U+006e U+006e
tt	tː	kettéšno, tabletta	Selice Romani	4	U+0074 U+0074
ň$	ɲ	papiň, ármiň	Selice Romani	3	U+0148 U+0024
éh	é/e h	íhéhótlanno, féhaňig	Selice Romani	3	U+00e9 U+0068
ť$	tʲ	angušť, phuro angušť	Selice Romani	3	U+0165 U+0024
ph	pʰ	prala pheňa, dakeri phen	Selice Romani	3	U+0070 U+0068
čč	tʃː	freččelinen, íriččígo	Selice Romani	3	U+010d U+010d
pp	pː	puppa, uppe	Selice Romani	3	U+0070 U+0070
ss	sː	tassaren, tasson	Selice Romani	3	U+0073 U+0073
é$	é/e	kėzé, fé	Selice Romani	3	U+00e9 U+0024
ós	ó/o s	próstkiňa, prósto	Selice Romani	3	U+00f3 U+0073
ťh	tʲʰ	diťhol, máťhi	Selice Romani	3	U+0165 U+0068
x	x	baxo, víxodo	Selice Romani	2	U+0078
ėh	ė/e h	lėhėtéšígo, kėhėginen	Selice Romani	2	U+0117 U+0068
dd	dː	iddzadinen, kėddo	Selice Romani	2	U+0064 U+0064
b$	b	čhib	Selice Romani	2	U+0062 U+0024
th	tʰ	keden eketháne, nátha	Selice Romani	2	U+0074 U+0068
kk	kː	makko, cekkeri	Selice Romani	2	U+006b U+006b
rs	r s	sersámo, orságúto	Selice Romani	2	U+0072 U+0073
^és	é/e s	éso, ésno	Selice Romani	2	U+005e U+00e9 U+0073
čs	tʃ s	narančsiňíno	Selice Romani	1	U+010d U+0073
óh	ó/o h	hállóhinta	Selice Romani	1	U+00f3 U+0068
mm	mː	šemmiššítinen	Selice Romani	1	U+006d U+006d
ťť	tʲː	pariťťa	Selice Romani	1	U+0165 U+0165
ks	k s	emléksinen	Selice Romani	1	U+006b U+0073
és	é/e s	erésakolláši	Selice Romani	1	U+00e9 U+0073
ď$	dʲ	vaď	Selice Romani	1	U+010f U+0024
č$	tʃ	kuč	Selice Romani	1	U+010d U+0024
bb	bː	muken abba	Selice Romani	1	U+0062 U+0062
ms	m s	somsído	Selice Romani	1	U+006d U+0073
gg	gː	reggeli	Selice Romani	1	U+0067 U+0067
ü	ü	sülei	Selice Romani	1	U+00fc
^ťh	tʲʰ	ťhil	Selice Romani	1	U+005e U+0165 U+0068
gs	g s	vėndígsoba	Selice Romani	1	U+0067 U+0073
js	j s	hajsálo	Selice Romani	1	U+006a U+0073
