Grapheme	IPA	EXAMPLES	LANGUAGES	FREQUENCY	CODEPOINTS
c$	c	lwəc, jabuc	Ceq Wong	33	U+0063 U+0024
^g	g	gɔs, gurɛk	Ceq Wong	33	U+005e U+0067
^j	j	jabuc, jəhũʔ	Ceq Wong	31	U+005e U+006a
h	h	jəhũʔ, hyhuay	Ceq Wong	30	U+0068
j	j	blajar, bajuʔ	Ceq Wong	29	U+006a
s	s	ʔasəkar, hyãʔ spital	Ceq Wong	28	U+0073
p$	p	cɨp, kəʔɛp	Ceq Wong	25	U+0070 U+0024
g	g	tiŋgiʔ, ploʔ gal	Ceq Wong	25	U+0067
^n	n	njəm, ndən	Ceq Wong	23	U+005e U+006e
ũ	ũ	jəhũʔ, paɲũʔ	Ceq Wong	22	U+0169
w	w	kawaw klɑŋ, lawot	Ceq Wong	22	U+0077
^d	d	daraŋ, daŋ	Ceq Wong	21	U+005e U+0064
ã	ã	ktɔʔ jumãhãn, hyãʔ	Ceq Wong	21	U+00e3
^w	w	wəʔ, wɨ̃t	Ceq Wong	20	U+005e U+0077
w$	w	yow, halaw	Ceq Wong	18	U+0077 U+0024
ɔ̃	ɔ̃	ʔɔ̃ɲ, mɔ̃y gɔy	Ceq Wong	17	U+0254 U+0303
ɲ$	ɲ	ʔɔ̃ɲ, blwəɲ	Ceq Wong	17	U+0272 U+0024
ɲ	ɲ	paɲũʔ, ploʔ ɲũr	Ceq Wong	15	U+0272
ɨ̃	ɨ̃	wɨ̃t, mnɨ̃ʔ	Ceq Wong	15	U+0268 U+0303
^r	r	raŋkal, raŋkak	Ceq Wong	14	U+005e U+0072
^y	y	yow, yey	Ceq Wong	11	U+005e U+0079
ɑ̃	ɑ̃	hɑ̃n, məʔɑ̃c	Ceq Wong	10	U+0251 U+0303
ĩ	ĩ	hĩʔ, teʔ kunĩŋ	Ceq Wong	8	U+0129
ə$	ə	gulə, mnə	Ceq Wong	8	U+0259 U+0024
^ŋ	ŋ	ŋɔk, ŋɑlɑŋ	Ceq Wong	7	U+005e U+014b
^bs	b s	bsin, bsew	Ceq Wong	5	U+005e U+0062 U+0073
nw	n w	həʔ nwɨ̃t, knwãs	Ceq Wong	4	U+006e U+0077
^lw	l w	lwəc, lwɑy	Ceq Wong	4	U+005e U+006c U+0077
i$	i	tibi, tɑm kopi	Ceq Wong	4	U+0069 U+0024
^ɲ	ɲ	ɲɔ̃k, ɲataʔ	Ceq Wong	4	U+005e U+0272
kw	k w	jaŋkwɛ̃ʔ, lkwɔk	Ceq Wong	3	U+006b U+0077
^cw	c w	cwɛ̃ŋ, cway	Ceq Wong	3	U+005e U+0063 U+0077
lw	l w	saraŋ lway, blwəɲ	Ceq Wong	3	U+006c U+0077
nh	n h	cinhəy, cnhəy	Ceq Wong	3	U+006e U+0068
^sw	s w	swɑl, swah	Ceq Wong	3	U+005e U+0073 U+0077
ə̃	ə̃	mhə̃m, ʔə̃ʔ	Ceq Wong	2	U+0259 U+0303
^kw	k w	kwat, kwãs	Ceq Wong	2	U+005e U+006b U+0077
^th	tʰ	thun	Ceq Wong	2	U+005e U+0074 U+0068
^dw	d w	dwah, dwet	Ceq Wong	2	U+005e U+0064 U+0077
^tw	t w	twar, twaw	Ceq Wong	2	U+005e U+0074 U+0077
u$	u	ktɔʔ rabu, sibu	Ceq Wong	2	U+0075 U+0024
ŋs	ŋ s	leŋseŋ, taliʔ taŋsiʔ	Ceq Wong	2	U+014b U+0073
^hw	h w	hwɛ̃t, hwchwac	Ceq Wong	2	U+005e U+0068 U+0077
^ks	ks	ksial, ksyɑʔ	Ceq Wong	2	U+005e U+006b U+0073
ɔ$	ɔ	mɔtɔ	Ceq Wong	1	U+0254 U+0024
lh	l h	plhɔc	Ceq Wong	1	U+006c U+0068
^jw	j w	jwal	Ceq Wong	1	U+005e U+006a U+0077
^pw	p w	pwasaʔ	Ceq Wong	1	U+005e U+0070 U+0077
ks	ks	mksɛk	Ceq Wong	1	U+006b U+0073
ns	ns	pensel	Ceq Wong	1	U+006e U+0073
^mh	mh	mhə̃m	Ceq Wong	1	U+005e U+006d U+0068
sw	s w	həʔ swɑh	Ceq Wong	1	U+0073 U+0077
nn	n n	heʔ nnəŋ	Ceq Wong	1	U+006e U+006e
ŋh	ŋh	jaŋhəy	Ceq Wong	1	U+014b U+0068
ɒ	ɒ	cicɒh	Ceq Wong	1	U+0252
^js	j s	jsɨŋ	Ceq Wong	1	U+005e U+006a U+0073
chw	c + h w	hwchwac	Ceq Wong	1	U+0063 U+0068 U+0077
^ps	p s	psət	Ceq Wong	1	U+005e U+0070 U+0073
^branĩʔ$	b r a n ĩ ʔ 				
^nũʔ$	n ũ ʔ				
